name,date,value
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-05-01,358.0
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-06-01,348.0
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-07-01,331.0
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-08-01,353.0
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-09-01,
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-10-01,
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-11-01,
 Construction Total US All areas Hires All size classes Level - In Thousands Seasonally adjusted,2025-12-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-01-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-02-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-03-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-04-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-05-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-06-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-07-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-08-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-09-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-10-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-11-01,
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2000-12-01,6.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-01-01,7.2
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-02-01,7.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-03-01,8.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-04-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-05-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-06-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-07-01,6.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-08-01,6.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-09-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-10-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-11-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2001-12-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-01-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-02-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-03-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-04-01,6.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-05-01,6.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-06-01,6.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-07-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-08-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-09-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-10-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-11-01,6.2
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2002-12-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-01-01,7.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-02-01,5.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-03-01,6.2
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-04-01,6.9
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-05-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-06-01,6.9
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-07-01,6.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-08-01,7.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-09-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-10-01,6.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-11-01,7.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2003-12-01,6.9
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-01-01,6.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-02-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-03-01,7.9
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-04-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-05-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-06-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-07-01,5.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-08-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-09-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-10-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-11-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2004-12-01,6.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-01-01,6.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-02-01,7.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-03-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-04-01,7.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-05-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-06-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-07-01,5.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-08-01,7.2
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-09-01,7.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-10-01,6.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-11-01,6.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2005-12-01,6.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-01-01,6.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-02-01,6.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-03-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-04-01,6.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-05-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-06-01,5.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-07-01,6.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-08-01,5.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-09-01,5.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-10-01,5.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-11-01,6.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2006-12-01,5.8
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-01-01,5.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-02-01,4.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-03-01,6.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-04-01,5.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-05-01,5.5
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-06-01,5.7
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-07-01,5.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-08-01,5.6
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-09-01,5.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-10-01,5.4
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-11-01,5.0
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2007-12-01,5.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2008-01-01,5.1
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2008-02-01,5.2
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2008-03-01,5.3
 Construction Total US All areas Hires All size classes Rate Seasonally adjusted,2008-04-01,5.5
